UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,UserName,UserAge,UserGender,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherName,Expertise,YearsOfExperience,TeacherRating,Year,Month
U00018,CR00047,2025-04-21,89.59,PayPal,TC00040,nicole97,24,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00018,CR00045,2025-01-12,0.0,Credit Card,TC00040,nicole97,24,Female,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,Cybersecurity,24,4.58,2025,1
U00018,CR00001,2025-03-24,472.28,PayPal,TC00042,nicole97,24,Female,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00018,CR00029,2025-01-20,0.0,Credit Card,TC00042,nicole97,24,Female,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,Machine Learning,21,4.97,2025,1
U00028,CR00040,2025-05-06,327.99,Bank Transfer,TC00042,zgomez,30,Female,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Yolanda Levine,Machine Learning,21,4.97,2025,5
U00028,CR00010,2025-08-12,0.0,Bank Transfer,TC00042,zgomez,30,Female,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00028,CR00056,2025-03-04,212.39,Credit Card,TC00040,zgomez,30,Female,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Kimberly Miller,Cybersecurity,24,4.58,2025,3
U00028,CR00021,2025-04-17,0.0,Credit Card,TC00040,zgomez,30,Female,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00028,CR00031,2025-04-20,0.0,Bank Transfer,TC00040,zgomez,30,Female,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00045,CR00043,2025-05-06,0.0,Credit Card,TC00040,rodneystevens,23,Female,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Kimberly Miller,Cybersecurity,24,4.58,2025,5
U00045,CR00036,2025-04-28,0.0,PayPal,TC00040,rodneystevens,23,Female,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00045,CR00045,2025-07-10,0.0,Bank Transfer,TC00040,rodneystevens,23,Female,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,Cybersecurity,24,4.58,2025,7
U00045,CR00035,2025-07-27,0.0,Credit Card,TC00040,rodneystevens,23,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Kimberly Miller,Cybersecurity,24,4.58,2025,7
U00048,CR00022,2025-11-19,0.0,Bank Transfer,TC00040,willie71,19,Male,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00048,CR00016,2025-03-21,0.0,Bank Transfer,TC00040,willie71,19,Male,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Kimberly Miller,Cybersecurity,24,4.58,2025,3
U00048,CR00037,2025-05-25,0.0,PayPal,TC00040,willie71,19,Male,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Kimberly Miller,Cybersecurity,24,4.58,2025,5
U00048,CR00025,2025-05-08,299.57,Credit Card,TC00040,willie71,19,Male,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Kimberly Miller,Cybersecurity,24,4.58,2025,5
U00055,CR00058,2025-04-29,0.0,Bank Transfer,TC00040,hallandrea,31,Female,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00055,CR00057,2025-05-17,177.34,PayPal,TC00040,hallandrea,31,Female,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Kimberly Miller,Cybersecurity,24,4.58,2025,5
U00055,CR00014,2025-09-21,0.0,Credit Card,TC00040,hallandrea,31,Female,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Kimberly Miller,Cybersecurity,24,4.58,2025,9
U00055,CR00016,2025-06-02,0.0,Credit Card,TC00042,hallandrea,31,Female,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Yolanda Levine,Machine Learning,21,4.97,2025,6
U00055,CR00051,2025-09-14,37.89,PayPal,TC00042,hallandrea,31,Female,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Yolanda Levine,Machine Learning,21,4.97,2025,9
U00071,CR00025,2025-03-02,299.57,Credit Card,TC00042,kevin94,30,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00071,CR00048,2025-03-18,0.0,Bank Transfer,TC00042,kevin94,30,Female,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00071,CR00015,2025-10-16,285.05,Bank Transfer,TC00040,kevin94,30,Female,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Kimberly Miller,Cybersecurity,24,4.58,2025,10
U00083,CR00028,2025-12-08,0.78,PayPal,TC00042,james92,16,Male,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,Machine Learning,21,4.97,2025,12
U00083,CR00054,2025-09-09,0.0,Bank Transfer,TC00042,james92,16,Male,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,Machine Learning,21,4.97,2025,9
U00083,CR00044,2025-09-21,119.04,Credit Card,TC00040,james92,16,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Kimberly Miller,Cybersecurity,24,4.58,2025,9
U00083,CR00040,2025-11-15,327.99,PayPal,TC00040,james92,16,Male,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00085,CR00035,2025-11-11,0.0,Bank Transfer,TC00040,scottluna,22,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00085,CR00053,2025-06-15,0.0,Credit Card,TC00040,scottluna,22,Female,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00085,CR00002,2025-03-01,0.0,Credit Card,TC00042,scottluna,22,Female,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00109,CR00002,2025-04-26,0.0,PayPal,TC00040,amyschmidt,15,Female,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00109,CR00023,2025-02-11,0.0,Credit Card,TC00040,amyschmidt,15,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00109,CR00054,2025-02-21,0.0,Credit Card,TC00040,amyschmidt,15,Female,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00112,CR00024,2025-10-21,117.68,PayPal,TC00042,williamswilliam,34,Female,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Yolanda Levine,Machine Learning,21,4.97,2025,10
U00112,CR00036,2025-04-07,0.0,PayPal,TC00040,williamswilliam,34,Female,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00112,CR00007,2025-02-22,0.0,PayPal,TC00040,williamswilliam,34,Female,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00112,CR00016,2025-06-05,0.0,Bank Transfer,TC00042,williamswilliam,34,Female,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Yolanda Levine,Machine Learning,21,4.97,2025,6
U00112,CR00023,2025-02-25,0.0,PayPal,TC00040,williamswilliam,34,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00117,CR00008,2025-10-15,0.0,PayPal,TC00042,kristin26,19,Female,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Yolanda Levine,Machine Learning,21,4.97,2025,10
U00117,CR00027,2025-08-03,0.0,Credit Card,TC00042,kristin26,19,Female,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00117,CR00001,2025-11-28,472.28,PayPal,TC00040,kristin26,19,Female,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00126,CR00060,2025-07-17,0.0,PayPal,TC00042,zhall,23,Female,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,Machine Learning,21,4.97,2025,7
U00126,CR00036,2025-10-01,0.0,Credit Card,TC00042,zhall,23,Female,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Yolanda Levine,Machine Learning,21,4.97,2025,10
U00126,CR00050,2025-01-06,490.9,Bank Transfer,TC00042,zhall,23,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Yolanda Levine,Machine Learning,21,4.97,2025,1
U00126,CR00028,2025-04-16,0.78,Credit Card,TC00042,zhall,23,Female,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,Machine Learning,21,4.97,2025,4
U00128,CR00027,2025-02-21,0.0,Credit Card,TC00042,misty15,35,Female,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,Machine Learning,21,4.97,2025,2
U00128,CR00054,2025-12-10,0.0,PayPal,TC00042,misty15,35,Female,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,Machine Learning,21,4.97,2025,12
U00128,CR00050,2025-01-03,490.9,Credit Card,TC00040,misty15,35,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,Cybersecurity,24,4.58,2025,1
U00133,CR00052,2025-06-05,0.0,Credit Card,TC00042,mccarthyscott,21,Male,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Yolanda Levine,Machine Learning,21,4.97,2025,6
U00133,CR00010,2025-07-19,0.0,PayPal,TC00042,mccarthyscott,21,Male,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Yolanda Levine,Machine Learning,21,4.97,2025,7
U00133,CR00041,2025-10-10,53.86,Credit Card,TC00042,mccarthyscott,21,Male,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Yolanda Levine,Machine Learning,21,4.97,2025,10
U00133,CR00055,2025-07-05,57.32,Credit Card,TC00040,mccarthyscott,21,Male,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,Cybersecurity,24,4.58,2025,7
U00133,CR00004,2025-03-24,0.0,Credit Card,TC00040,mccarthyscott,21,Male,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Kimberly Miller,Cybersecurity,24,4.58,2025,3
U00134,CR00055,2025-02-11,57.32,PayPal,TC00040,syoung,26,Female,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00134,CR00012,2025-12-29,487.92,PayPal,TC00040,syoung,26,Female,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Kimberly Miller,Cybersecurity,24,4.58,2025,12
U00134,CR00030,2025-08-17,0.0,Credit Card,TC00042,syoung,26,Female,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00134,CR00011,2025-10-17,326.02,Credit Card,TC00040,syoung,26,Female,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Kimberly Miller,Cybersecurity,24,4.58,2025,10
U00144,CR00032,2025-12-28,0.0,Bank Transfer,TC00040,rodgerspaul,24,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,Cybersecurity,24,4.58,2025,12
U00144,CR00020,2025-10-03,0.0,Credit Card,TC00042,rodgerspaul,24,Female,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,Machine Learning,21,4.97,2025,10
U00144,CR00042,2025-07-13,0.0,Bank Transfer,TC00040,rodgerspaul,24,Female,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Kimberly Miller,Cybersecurity,24,4.58,2025,7
U00144,CR00012,2025-03-18,487.92,Credit Card,TC00042,rodgerspaul,24,Female,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00147,CR00007,2025-09-02,0.0,PayPal,TC00040,patricklaura,30,Male,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,Cybersecurity,24,4.58,2025,9
U00147,CR00021,2025-12-03,0.0,PayPal,TC00040,patricklaura,30,Male,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,Cybersecurity,24,4.58,2025,12
U00147,CR00044,2025-09-30,119.04,PayPal,TC00042,patricklaura,30,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Yolanda Levine,Machine Learning,21,4.97,2025,9
U00147,CR00001,2025-11-14,472.28,Credit Card,TC00042,patricklaura,30,Male,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,Machine Learning,21,4.97,2025,11
U00149,CR00021,2025-03-11,0.0,Bank Transfer,TC00040,jacksonanthony,17,Female,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,Cybersecurity,24,4.58,2025,3
U00149,CR00032,2025-02-24,0.0,Bank Transfer,TC00040,jacksonanthony,17,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00149,CR00049,2025-07-06,415.51,PayPal,TC00042,jacksonanthony,17,Female,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Yolanda Levine,Machine Learning,21,4.97,2025,7
U00152,CR00033,2025-05-12,0.0,Credit Card,TC00040,hhill,19,Female,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,Kimberly Miller,Cybersecurity,24,4.58,2025,5
U00152,CR00001,2025-11-05,472.28,Credit Card,TC00042,hhill,19,Female,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,Machine Learning,21,4.97,2025,11
U00152,CR00008,2025-04-20,0.0,PayPal,TC00040,hhill,19,Female,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00161,CR00024,2025-06-27,117.68,PayPal,TC00040,lawrence17,25,Female,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00161,CR00042,2025-03-11,0.0,Bank Transfer,TC00042,lawrence17,25,Female,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00161,CR00008,2025-04-16,0.0,Credit Card,TC00042,lawrence17,25,Female,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Yolanda Levine,Machine Learning,21,4.97,2025,4
U00161,CR00054,2025-10-07,0.0,Credit Card,TC00040,lawrence17,25,Female,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Kimberly Miller,Cybersecurity,24,4.58,2025,10
U00166,CR00002,2025-01-03,0.0,Bank Transfer,TC00040,campbellkelsey,33,Male,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Kimberly Miller,Cybersecurity,24,4.58,2025,1
U00166,CR00004,2025-07-11,0.0,Credit Card,TC00042,campbellkelsey,33,Male,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Yolanda Levine,Machine Learning,21,4.97,2025,7
U00166,CR00020,2025-12-11,0.0,PayPal,TC00042,campbellkelsey,33,Male,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,Machine Learning,21,4.97,2025,12
U00166,CR00018,2025-10-30,0.0,Credit Card,TC00040,campbellkelsey,33,Male,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Kimberly Miller,Cybersecurity,24,4.58,2025,10
U00169,CR00013,2025-04-20,0.0,PayPal,TC00042,vasquezjohn,24,Male,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Yolanda Levine,Machine Learning,21,4.97,2025,4
U00169,CR00044,2025-04-29,119.04,Credit Card,TC00040,vasquezjohn,24,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00169,CR00034,2025-11-24,394.26,PayPal,TC00040,vasquezjohn,24,Male,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00169,CR00027,2025-02-15,0.0,Bank Transfer,TC00042,vasquezjohn,24,Male,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,Machine Learning,21,4.97,2025,2
U00173,CR00016,2025-04-03,0.0,Credit Card,TC00040,fernando38,31,Male,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00173,CR00029,2025-07-26,0.0,PayPal,TC00042,fernando38,31,Male,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,Machine Learning,21,4.97,2025,7
U00173,CR00048,2025-09-13,0.0,Bank Transfer,TC00042,fernando38,31,Male,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,Machine Learning,21,4.97,2025,9
U00177,CR00021,2025-11-24,0.0,Bank Transfer,TC00042,torreschristine,29,Female,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Yolanda Levine,Machine Learning,21,4.97,2025,11
U00177,CR00006,2025-04-09,276.37,PayPal,TC00040,torreschristine,29,Female,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00177,CR00060,2025-09-30,0.0,PayPal,TC00042,torreschristine,29,Female,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,Machine Learning,21,4.97,2025,9
U00177,CR00002,2025-03-19,0.0,Bank Transfer,TC00042,torreschristine,29,Female,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Yolanda Levine,Machine Learning,21,4.97,2025,3
U00177,CR00055,2025-04-14,57.32,PayPal,TC00042,torreschristine,29,Female,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Yolanda Levine,Machine Learning,21,4.97,2025,4
U00178,CR00021,2025-06-24,0.0,Credit Card,TC00040,gonzaleslisa,20,Male,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00178,CR00048,2025-08-14,0.0,PayPal,TC00042,gonzaleslisa,20,Male,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00178,CR00023,2025-02-08,0.0,Credit Card,TC00042,gonzaleslisa,20,Male,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Yolanda Levine,Machine Learning,21,4.97,2025,2
U00178,CR00014,2025-05-16,0.0,Credit Card,TC00042,gonzaleslisa,20,Male,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Yolanda Levine,Machine Learning,21,4.97,2025,5
U00191,CR00043,2025-08-28,0.0,PayPal,TC00042,foleypaul,34,Male,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00191,CR00058,2025-06-04,0.0,PayPal,TC00040,foleypaul,34,Male,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00191,CR00056,2025-06-08,212.39,Credit Card,TC00040,foleypaul,34,Male,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00192,CR00054,2025-05-30,0.0,PayPal,TC00042,nathanieldorsey,17,Male,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,Machine Learning,21,4.97,2025,5
U00192,CR00014,2025-11-14,0.0,Credit Card,TC00042,nathanieldorsey,17,Male,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Yolanda Levine,Machine Learning,21,4.97,2025,11
U00192,CR00060,2025-09-06,0.0,Credit Card,TC00040,nathanieldorsey,17,Male,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Kimberly Miller,Cybersecurity,24,4.58,2025,9
U00192,CR00043,2025-04-21,0.0,Bank Transfer,TC00042,nathanieldorsey,17,Male,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Yolanda Levine,Machine Learning,21,4.97,2025,4
U00192,CR00004,2025-11-03,0.0,PayPal,TC00040,nathanieldorsey,17,Male,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Kimberly Miller,Cybersecurity,24,4.58,2025,11
U00198,CR00041,2025-02-16,53.86,Credit Card,TC00040,brian71,30,Female,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Kimberly Miller,Cybersecurity,24,4.58,2025,2
U00198,CR00016,2025-08-27,0.0,Bank Transfer,TC00040,brian71,30,Female,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Kimberly Miller,Cybersecurity,24,4.58,2025,8
U00198,CR00032,2025-04-21,0.0,Credit Card,TC00040,brian71,30,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,Cybersecurity,24,4.58,2025,4
U00198,CR00020,2025-06-20,0.0,PayPal,TC00042,brian71,30,Female,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,Machine Learning,21,4.97,2025,6
U00208,CR00036,2025-03-24,0.0,PayPal,TC00040,kingrobin,18,Female,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kimberly Miller,Cybersecurity,24,4.58,2025,3
U00208,CR00013,2025-06-18,0.0,PayPal,TC00040,kingrobin,18,Female,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Kimberly Miller,Cybersecurity,24,4.58,2025,6
U00208,CR00052,2025-08-22,0.0,PayPal,TC00042,kingrobin,18,Female,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Yolanda Levine,Machine Learning,21,4.97,2025,8
U00208,CR00047,2025-10-29,89.59,Credit Card,TC00040,kingrobin,18,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Kimberly Miller,Cybersecurity,24,4.58,2025,10
